Study_Hours,Attendance_Percentage,Internal_Marks,Assignment_Score,Final_Marks,Result
5.72,98.68,37,3,53.38,Pass
9.16,70.72,41,16,67.52,Pass
3.1,89.85,24,6,35,Fail
5.77,65.64,34,17,47.67,Pass
11.9,65.34,46,9,64.39,Pass
8.24,55.2,26,16,44.74,Pass
10.1,89.09,44,3,63.55,Pass
4.98,99.15,33,18,50.26,Pass
9.21,55.38,39,6,56.38,Pass
0.49,43.37,27,12,35,Fail
1.47,88.93,23,2,35,Fail
2.44,77.21,22,7,35,Fail
4.82,97.58,31,10,44.94,Pass
10.15,55.13,37,15,64.13,Pass
4.16,44.26,43,19,52.26,Pass
7.86,69.55,34,18,53.98,Pass
8.51,45.13,30,8,45.45,Pass
7.03,55.71,43,9,47.77,Pass
4.29,47.56,30,5,35,Fail
6.92,53.45,31,2,35,Fail
4.11,46.37,38,19,46.43,Pass
1.01,97.23,36,7,35,Fail
11.91,56.71,48,5,61.56,Pass
1.53,66.63,25,7,35,Fail
0.87,93.92,40,13,44.58,Pass
10.54,80.64,27,7,50.01,Pass
3.62,77.08,34,10,35.33,Fail
7.8,82.33,41,9,56.59,Pass
3.95,89.73,39,9,47.64,Pass
4.7,92.66,45,10,46.83,Pass
3.15,78.56,29,0,36.23,Fail
4.12,93.4,47,14,51.32,Pass
4.93,72.12,34,4,35.43,Fail
8.64,56.64,31,13,45.38,Pass
6.14,92.8,30,19,55.11,Pass
11.32,72.49,37,7,59.37,Pass
0.5,94.37,43,16,44.1,Pass
6.04,42.41,24,3,35,Fail
7.01,63.85,31,3,35,Fail
11.04,96.87,50,17,75.38,Pass
0.59,54.98,43,18,43.73,Pass
6.88,96.49,50,2,44.78,Pass
10.24,97.23,24,8,52.48,Pass
2.9,92.93,41,6,54.39,Pass
10.52,73.82,48,1,59.99,Pass
0.23,78.82,50,8,43.74,Pass
8.79,92.18,29,5,58.55,Pass
11.2,86.55,33,5,54.76,Pass
7.89,77.81,35,15,66.1,Pass
5.27,98.94,24,1,35,Fail
0.54,81.14,30,15,37.07,Fail
11.04,98.53,38,2,60.51,Pass
5.64,43.44,45,15,42.1,Pass
0.35,48.34,27,11,35,Fail
8.28,67.09,38,2,44.1,Pass
5.78,63.09,39,10,38.29,Fail
1.49,86.96,41,10,35,Fail
2.57,49.64,37,15,36.07,Fail
0.77,98.57,49,4,36.28,Fail
6.89,58.9,42,19,50.98,Pass
7.46,65.74,40,7,52.87,Pass
6.07,56.48,31,10,38.29,Fail
9.81,74.76,45,10,61.08,Pass
10.33,43.52,32,17,55.35,Pass
7.39,48.98,40,18,51.04,Pass
0.15,84.75,40,9,35,Fail
8.34,51.19,48,3,48.67,Pass
5.02,54.13,48,9,42.06,Pass
6.79,87.58,37,13,57.52,Pass
7.79,45.6,46,5,50.91,Pass
4.2,66.25,48,4,39.1,Fail
11.01,41.38,34,14,51.27,Pass
1.61,60.81,34,4,35,Fail
8.06,81.94,31,5,46.61,Pass
0.05,45.41,45,18,40.98,Pass
11.1,93.3,28,19,70.25,Pass
1.35,94.57,38,16,35,Fail
1.14,46.3,31,13,37.59,Fail
4,99.44,42,10,47.13,Pass
4.48,57.85,24,13,35,Fail
2.57,45.05,45,4,35,Fail
7.02,40.3,45,12,44.66,Pass
5.31,64.51,40,11,53.81,Pass
0.41,77.79,50,18,40.6,Pass
3.84,59.93,39,9,35,Fail
9.73,90.2,29,12,67.15,Pass
8.28,83,41,14,59.95,Pass
8.7,61.01,26,19,50.15,Pass
8.38,84.06,42,12,66.82,Pass
3.73,96.43,30,3,44.13,Pass
1.2,45.59,47,8,35,Fail
3.27,58.37,50,18,43.7,Pass
9.98,67.8,27,19,57.81,Pass
11.77,69.88,40,6,58.7,Pass
5.93,72.53,26,14,40.95,Pass
0.12,58.04,35,16,35,Fail
1.68,80.04,47,13,51.55,Pass
3.86,78.71,35,13,48.49,Pass
6.94,74.67,33,8,48.49,Pass
0.9,46.83,34,15,35,Fail
11.32,68.62,39,1,54.16,Pass
4.38,61.37,50,13,51.38,Pass
10.95,69.46,28,3,53.81,Pass
9.37,95.31,35,2,53.25,Pass
9.07,68.83,35,2,53.63,Pass
7.28,40.84,24,10,35,Fail
7.52,66.33,22,4,44.87,Pass
7.66,89.24,40,15,60.64,Pass
7.54,86.8,44,18,53.14,Pass
6.64,70.8,32,8,41.54,Pass
11.84,54.99,48,10,70.54,Pass
8.79,67.91,46,11,59.79,Pass
9.32,73.82,27,7,48.8,Pass
10.47,99.99,36,13,65.02,Pass
2.59,78.65,24,16,37.53,Fail
1.01,81.66,25,19,37.98,Fail
5.79,69.49,50,14,57.98,Pass
6.17,61.27,48,14,61.27,Pass
9.95,88.78,45,11,57.91,Pass
5.33,69.7,48,8,53.6,Pass
6.85,99.68,46,11,55.22,Pass
6.32,67.43,21,18,38.97,Fail
0.46,44.08,49,11,40.51,Pass
7.38,80.95,50,10,53.14,Pass
9.94,42.8,41,5,55.66,Pass
1.89,55.03,33,7,35.77,Fail
7.13,61.22,44,10,60.32,Pass
7.12,84.37,49,2,57.43,Pass
1.97,69.65,23,15,40.09,Pass
1.48,41.72,22,5,35,Fail
11.76,77.01,28,8,58.08,Pass
4.72,64.69,37,8,47.88,Pass
2.73,95.31,31,5,35.21,Fail
2.06,69.97,28,4,35,Fail
8.01,82.54,46,0,53.78,Pass
7.31,53.13,45,2,51.64,Pass
7.72,85.66,46,2,50.89,Pass
1.06,83.26,46,11,38.17,Fail
10.72,94.24,37,3,50.36,Pass
4.67,42.03,49,20,45.47,Pass
3.76,66.85,32,15,37.75,Fail
5.55,80.75,46,10,56.52,Pass
4.68,45.71,33,7,35,Fail
10.36,64.64,50,8,62.8,Pass
11.15,96.53,29,13,54.25,Pass
3.64,66.16,22,14,42.73,Pass
10.37,99.12,48,18,71.97,Pass
9.38,43.41,26,8,38.4,Fail
11.17,83.07,37,16,62.19,Pass
2.95,74.86,35,8,35,Fail
6.92,70.03,36,2,44.56,Pass
3.29,98.25,44,15,47.78,Pass
9.89,47.78,25,12,47.6,Pass
0.06,93.76,44,16,37.23,Fail
6.78,81.47,31,3,37.23,Fail
4.07,55.54,38,20,49.81,Pass
3.87,94.1,22,8,42.37,Pass
7.74,65.76,45,8,48.68,Pass
10.22,88.85,47,17,70.37,Pass
7.31,63.33,22,13,39.91,Fail
10.24,91.06,37,19,69.38,Pass
3.18,78.2,48,2,39.4,Fail
6.23,48.46,30,3,35,Fail
5.41,78.98,25,0,35,Fail
0.14,51.48,38,17,38.93,Fail
6.68,64.72,24,3,35,Fail
7.94,50.22,32,9,45.19,Pass
7.1,41.32,46,3,35,Fail
8.84,52.71,24,20,46.79,Pass
6.86,72.18,45,16,49.22,Pass
0.8,68.89,22,7,35,Fail
1.4,70.09,38,18,37.34,Fail
7.16,54.86,36,8,43.66,Pass
3.3,81.11,41,15,39.96,Fail
0.96,82.26,22,14,35,Fail
5.16,61.48,34,19,45.96,Pass
6.65,92.87,36,15,44.48,Pass
3.94,78.64,32,20,46.61,Pass
8.65,82.78,33,11,56.86,Pass
7.73,56.64,49,17,59.09,Pass
3.99,40.04,48,6,40.35,Pass
9.06,91.92,45,15,62.67,Pass
7.78,89.35,35,18,59.4,Pass
7.65,47.39,44,5,52.17,Pass
6.64,62.45,30,5,53.54,Pass
0.14,79.68,36,5,35,Fail
8.36,79.13,24,14,46.62,Pass
4.51,91.62,40,1,36.76,Fail
11.31,48.42,34,8,60.31,Pass
9.82,65.8,37,7,61.19,Pass
7.05,45.83,35,6,45.91,Pass
3.03,63.38,33,15,35,Fail
2.44,40.91,33,14,35,Fail
4.08,93.9,32,8,43.63,Pass
5.72,71.62,20,19,46.15,Pass
3.55,90.99,25,14,50.61,Pass
6.18,43.59,50,1,47.9,Pass
1.98,53.65,42,19,46.27,Pass
11.73,55.56,30,13,55.35,Pass
1.3,63.2,30,10,35,Fail
11.18,88.17,44,2,51.76,Pass
10.96,63.19,35,1,51.89,Pass
6.3,52.28,43,17,51.88,Pass
8.7,43.9,45,13,47.88,Pass
5.23,44.77,22,4,35,Fail
7.56,85.6,44,11,63.28,Pass
4.09,66.69,36,13,42.24,Pass
3.61,83.57,48,5,46.88,Pass
6.94,80.94,41,7,62.04,Pass
5.98,48.12,48,6,42.69,Pass
6.95,48.57,33,6,45.71,Pass
3.44,85.32,45,11,45.07,Pass
4.4,83.28,21,6,41.02,Pass
1.01,62.68,45,11,36.31,Fail
0.63,44.65,44,15,40.15,Pass
3.04,40.73,28,6,35.38,Fail
0.89,57.29,27,7,35,Fail
1.25,40.55,48,0,35,Fail
9.76,53.8,30,12,43.08,Pass
0.47,65.17,26,18,35,Fail
7.91,47.28,49,0,53.01,Pass
3.27,46.26,41,17,53.62,Pass
10.46,93.79,21,6,45.91,Pass
5.82,75.13,49,16,49.38,Pass
3.67,96.07,23,14,38.56,Fail
6.21,60.75,45,18,54.26,Pass
4.58,80.63,42,3,38.9,Fail
6.77,52.28,33,16,52.03,Pass
1.37,77.1,32,6,35,Fail
11.96,47.78,41,15,58.9,Pass
5.11,40.12,44,16,40.78,Pass
4.18,95.89,32,19,49.31,Pass
8.52,73.29,32,14,55.79,Pass
4.37,95.62,24,8,44.21,Pass
10,60.03,47,20,62.88,Pass
5.45,59.67,31,12,44.54,Pass
8.63,64.04,25,6,52.66,Pass
1.29,82.36,45,18,50.53,Pass
10.15,73.95,41,10,56.78,Pass
8.83,95.52,33,7,57.2,Pass
2.54,41.53,27,16,35,Fail
1.74,82.49,43,3,35,Fail
3.8,59.82,41,3,35,Fail
11.71,50.81,27,17,66.76,Pass
3.08,70.62,26,16,35,Fail
5.47,70.3,36,2,39.03,Fail
0.36,48.22,40,8,35,Fail
4.77,52.11,30,5,40.24,Pass
6.86,64.49,50,1,47.26,Pass
11.44,64.53,45,11,68.82,Pass
6.2,59.05,29,14,46.12,Pass
9.83,48.91,32,8,50.18,Pass
6.57,40.26,29,1,38.86,Fail
0.49,98.21,40,11,38.5,Fail
3.78,96.61,45,15,41.74,Pass
6.91,69.02,33,6,45.75,Pass
11.41,99.7,28,0,60.24,Pass
10.31,80.42,26,20,55.92,Pass
2.74,44.13,26,6,35,Fail
2.64,47.06,45,2,35,Fail
2.41,94.97,50,19,53.31,Pass
11.07,77.8,37,4,50.66,Pass
10.23,90.59,35,2,53.79,Pass
9.3,93.9,27,14,58.58,Pass
4.71,66.88,35,5,35,Fail
6.05,42.91,38,14,51.62,Pass
5.57,51.3,34,2,39.81,Fail
3.04,43.99,44,0,35,Fail
6.06,51.32,34,1,40.53,Pass
0.37,64.63,25,3,35,Fail
1.58,47.09,28,20,35,Fail
10.64,50,34,13,55.71,Pass
9.02,66.75,44,13,62.08,Pass
5.07,60.41,26,9,37.32,Fail
6.21,68.06,45,10,51.8,Pass
4.44,65.75,47,3,48.73,Pass
8.89,78.67,27,14,54.53,Pass
9.41,96.23,37,19,61,Pass
9.16,46.47,40,3,51.16,Pass
8.67,45.96,35,19,51.24,Pass
2.45,91.17,34,19,43.36,Pass
4.06,70.38,22,15,41.32,Pass
5.64,85.98,20,1,38.53,Fail
3.97,52.93,32,12,36.96,Fail
9.06,89.73,41,7,55.15,Pass
3.95,95.43,48,12,59.72,Pass
1.66,78.13,31,19,35,Fail
4.79,46.35,50,20,52.75,Pass
11.76,93.72,28,7,58.94,Pass
2.71,87.55,21,3,35,Fail
7.35,85.05,28,4,46.17,Pass
5.2,42.2,27,20,37.25,Fail
0.85,87.94,46,5,35,Fail
5.85,48.28,44,18,55.47,Pass
8.43,53.34,24,9,40.71,Pass
6.16,74.63,32,2,39.98,Fail
10.47,55.9,21,12,38.88,Fail
3.47,79.68,29,8,35,Fail
1.03,76.48,45,16,42.91,Pass
11.24,46.49,25,9,55.89,Pass
4.54,79.36,26,11,36.82,Fail
6.92,95.44,22,12,55.78,Pass
9.5,49.67,33,9,56.23,Pass
3.89,75.82,35,18,50.32,Pass
8.59,60.51,25,20,57.97,Pass
1.63,67.58,41,18,47.98,Pass
3.5,57.22,27,16,35.13,Fail
1.74,61.25,20,4,35,Fail
9.73,41.73,39,7,53.87,Pass
2.67,98.89,34,4,35,Fail
8.61,77.49,36,14,57.61,Pass
11.32,70.04,43,3,60.1,Pass
6.33,63.02,37,12,50.77,Pass
6.48,72.36,43,16,56.72,Pass
5.53,62.81,22,4,35,Fail
3.91,61.59,43,0,35,Fail
5.71,67.84,25,14,43.18,Pass
7.23,56.56,36,9,58.59,Pass
11.83,50.8,42,10,55.19,Pass
11.25,73.4,32,17,60.52,Pass
10.35,90.57,42,12,64.95,Pass
10.67,49.17,41,19,59.16,Pass
5.61,41.96,50,15,52.6,Pass
7.89,54.81,36,18,56.7,Pass
10.74,98.78,40,11,71.97,Pass
4.72,89.73,35,13,49.81,Pass
11.54,75.75,36,1,53.56,Pass
4.99,95.75,20,9,44.58,Pass
7.21,66.72,35,3,43.63,Pass
8.52,99,25,0,44.26,Pass
11.41,57.78,27,16,55.52,Pass
2.94,54.42,20,10,35,Fail
8.95,78.28,21,6,51.56,Pass
6.25,62.69,34,16,53.6,Pass
3.22,77.58,24,16,40.3,Pass
9.32,58.3,43,8,51.82,Pass
6.63,77.08,46,9,52.88,Pass
7.93,56.54,39,5,43.23,Pass
3.87,43.06,34,16,38.87,Fail
5.78,94.73,49,15,49.7,Pass
7.41,92.99,40,6,51.5,Pass
4.86,98.25,29,18,53.64,Pass
2.38,82.99,24,3,35,Fail
11.54,80.96,22,19,66.34,Pass
6.14,73.54,25,16,49.05,Pass
8.81,47.56,40,8,52.14,Pass
4.93,51.35,34,10,36.81,Fail
4.26,57.37,37,0,35,Fail
4.89,93.41,33,6,48.05,Pass
4.91,50.38,29,4,35,Fail
6.53,95.37,49,4,50.68,Pass
6.52,71.37,23,0,37.44,Fail
5.97,82.93,30,5,54.44,Pass
1.62,46.61,39,12,37.43,Fail
5.95,56.14,26,14,38.79,Fail
2.03,97.51,34,3,35.01,Fail
1.51,55.97,42,16,37.4,Fail
11.19,57.79,28,12,56.68,Pass
7.26,51.86,34,10,50.52,Pass
7.91,47.74,45,3,43.64,Pass
4.82,54,31,6,37.12,Fail
10.91,78.54,37,18,69.54,Pass
7.66,67.32,25,6,36.86,Fail
9.23,73.23,37,13,55.97,Pass
4.42,47.34,44,20,45.91,Pass
11.52,88.13,37,15,65.72,Pass
9.85,87.05,41,20,54.99,Pass
10.25,41.3,43,8,50.3,Pass
2.07,63.01,25,1,35,Fail
3.25,44.13,47,15,37.21,Fail
3.43,87.53,34,4,38.38,Fail
3.25,84.24,38,11,44.61,Pass
10.26,94.12,24,19,58.8,Pass
0.38,54.18,23,14,35,Fail
0.91,67.38,36,2,35,Fail
3.29,51.07,40,8,35,Fail
2.4,62.27,29,6,35,Fail
2.78,71.33,31,3,35,Fail
9.58,43.2,24,8,36.77,Fail
6.76,82.89,26,14,46.22,Pass
0.07,72.6,50,20,35,Fail
5.15,89.74,31,6,41.37,Pass
4.89,56.31,42,10,42.49,Pass
1.37,94.2,21,18,35,Fail
8.11,99.92,49,10,53.63,Pass
8.43,95.16,39,0,59.78,Pass
8.65,86.67,36,20,62.73,Pass
8.74,88.74,32,12,51.67,Pass
0,74.42,24,12,35,Fail
11.45,51.41,24,1,40.58,Pass
9.77,80.62,39,16,62.83,Pass
10.85,82.77,45,18,67.76,Pass
0.19,99.12,31,14,39.79,Fail
11.21,72.48,31,18,67.23,Pass
9.72,56.28,26,9,55.29,Pass
10.05,81.02,25,9,56.98,Pass
1.12,98.76,48,8,40.53,Pass
8.87,50.63,29,18,45.38,Pass
11.52,59.56,38,10,57.47,Pass
8.14,72.51,35,5,47.98,Pass
6.85,50.21,21,1,35.63,Fail
11.35,41.33,50,9,57.17,Pass
5.32,60.22,23,14,35,Fail
7.19,91.92,28,4,46.64,Pass
5.72,42.61,45,17,60.98,Pass
11.19,65.74,24,6,58.17,Pass
0.91,85.73,20,2,35,Fail
6.01,97.19,30,20,51.76,Pass
8.24,99.13,38,15,55.91,Pass
9.5,65.32,44,16,64.56,Pass
7,97.02,42,1,55.76,Pass
10.91,42.13,22,15,50.08,Pass
11.3,84.76,20,20,58.04,Pass
0.77,78.56,23,19,35,Fail
4.83,54.97,28,0,35,Fail
0.28,70.44,47,13,37.53,Fail
3.95,47.77,35,15,40.11,Pass
6.44,92.3,26,8,51.36,Pass
10.93,61.47,24,16,60.07,Pass
10.16,77.56,32,7,53.16,Pass
1.53,49.53,30,8,35,Fail
1.12,52.37,33,1,35,Fail
7.07,99.52,41,12,58.85,Pass
6.39,85.19,36,0,51.39,Pass
3.2,97.72,42,6,46.44,Pass
10.79,57.75,31,17,59.53,Pass
11.13,49.87,40,20,60.84,Pass
4.83,70.18,42,4,35,Fail
10.68,69.68,40,6,62.05,Pass
4.61,50.5,40,11,47.06,Pass
8.84,83.99,38,16,66.32,Pass
5.71,61.71,24,4,35,Fail
1.47,51.18,43,11,37.07,Fail
11.14,59.92,49,18,63.88,Pass
5.45,73.82,27,12,42.19,Pass
8.81,83.59,21,15,44.15,Pass
4.41,68.91,46,18,47.17,Pass
0.23,71.54,36,9,35,Fail
1.21,48.34,21,11,35,Fail
5.95,94.88,46,6,54.86,Pass
8.28,95.72,42,13,67.61,Pass
4.02,81.01,22,9,35.81,Fail
8.35,41.06,43,7,46.08,Pass
8.38,72.22,39,14,57.53,Pass
8.45,77.75,45,15,61.31,Pass
5.91,99.68,45,7,46.35,Pass
10.98,99.76,43,3,55.33,Pass
5.87,91.46,49,16,69.06,Pass
5.4,43.83,37,3,38.04,Fail
2.39,97.2,48,10,49.74,Pass
3.69,76.76,49,12,50.37,Pass
0.51,88.05,34,5,35,Fail
7.6,64.43,24,13,52.41,Pass
2.98,59.18,41,6,47.51,Pass
3.65,67.79,36,11,43.09,Pass
9.25,48.81,50,0,51.05,Pass
3.93,61.42,33,9,42.72,Pass
2.91,91.46,20,0,35,Fail
2.03,42.28,33,15,35,Fail
9.3,49.05,28,6,48.67,Pass
1.56,47.51,24,19,35,Fail
5.45,64.18,50,5,42.32,Pass
6.08,99.82,50,17,54.04,Pass
8.25,50.4,49,19,46.63,Pass
7.6,48.73,23,3,35,Fail
9.73,94.9,49,15,67.7,Pass
0.54,92.92,20,0,35,Fail
3.56,41.93,50,20,44.52,Pass
3.36,85.1,22,19,37.9,Fail
1.75,79.33,48,1,35.76,Fail
3.47,86.06,39,15,45.82,Pass
3.72,69.67,30,20,43.47,Pass
6.26,99.48,35,8,54.68,Pass
7.96,42.63,30,14,45.15,Pass
4.57,54.06,40,15,42.09,Pass
8.63,63.79,49,8,55.61,Pass
4.03,66.99,29,6,38.58,Fail
3.48,95.28,31,9,55.11,Pass
6.49,73.6,49,6,59.19,Pass
0.28,42.71,24,12,35,Fail
0.96,64.47,29,1,35,Fail
5.02,64.99,43,11,45.67,Pass
11.31,97.93,32,12,59.61,Pass
8.66,75.95,48,2,54.53,Pass
1.06,78.14,38,10,37.18,Fail
10.16,82.8,26,7,55.47,Pass
8.79,86.2,49,10,50.67,Pass
7.33,78.1,35,17,49.86,Pass
9.84,54.23,48,6,62.8,Pass
4.85,92.44,25,11,37.08,Fail
2.66,83.93,29,5,35,Fail
6.14,84.51,46,9,50.2,Pass
6.59,99.79,29,19,61.55,Pass
6.46,88.15,45,14,59.09,Pass
6.78,89.75,30,19,52.42,Pass
11.38,97.08,41,14,65.51,Pass
10.83,49.07,29,18,53.42,Pass
10.51,69.86,44,5,51.08,Pass
9.62,74.83,33,18,55.22,Pass
11.32,59.76,34,14,68.07,Pass
1.18,90.36,26,19,45.75,Pass
3.18,85.75,32,19,43.3,Pass
5.94,83.25,30,17,47.07,Pass
10.16,99.83,26,1,57.08,Pass
6.06,55.56,30,6,36.06,Fail
8.98,84.13,33,4,54,Pass
1.67,73.08,36,2,35,Fail
3.03,58.78,35,5,35,Fail
8.78,49.64,20,5,38.04,Fail
1.98,93.75,28,0,35,Fail
4.22,75.73,28,18,50.36,Pass
3.18,89.5,47,11,43.75,Pass
4.2,72.72,46,4,36.88,Fail
8.5,53.2,29,6,42.94,Pass
4.41,60.25,38,19,53.35,Pass
6.66,62.89,34,7,44.54,Pass
1.2,98.38,35,18,42.18,Pass
9.66,40.34,30,5,50.97,Pass
4.44,99.14,46,14,55.36,Pass
7.78,98.83,43,5,66.08,Pass
8.7,99.77,44,8,53.66,Pass
2.52,68.6,36,3,35,Fail
10.62,97.83,47,15,62.11,Pass
7.39,63.74,49,9,47.58,Pass
5.14,41.58,38,0,40.85,Pass
2.19,53.46,32,10,35,Fail
11.31,96.72,25,16,70.21,Pass
9.06,40.83,34,17,47.03,Pass
2.5,72.76,35,19,42.1,Pass
4.05,44.54,23,19,35,Fail
9.72,57.18,27,14,55.35,Pass
8.35,45.29,50,5,51.69,Pass
9.19,91.57,44,15,69.6,Pass
5.29,75.46,26,1,39.76,Fail
8.6,94.13,46,2,55.84,Pass
4.64,81.3,36,16,48.37,Pass
2.54,98.26,35,7,35,Fail
7.59,70.59,49,19,62.47,Pass
11.71,78.32,21,14,57.34,Pass
3.73,74.58,36,12,45.41,Pass
5.53,69.06,44,20,57.53,Pass
8.09,90.76,23,18,50.63,Pass
6.5,78.67,45,0,42.43,Pass
10.12,88.08,33,11,58.7,Pass
9.14,87.18,27,17,55.62,Pass
0.7,51.46,24,17,35,Fail
11.98,79.01,24,2,47.58,Pass
9.03,51.98,24,17,55.55,Pass
10.37,75,46,16,67.42,Pass
7.81,80.65,24,10,47.09,Pass
10.28,99.83,22,4,58.13,Pass
1.35,41.83,25,6,35,Fail
4.17,45.47,49,17,50.58,Pass
10.52,44.62,20,6,44.41,Pass
2.42,63.9,27,17,36.94,Fail
0.94,89.3,32,1,44.85,Pass
9.46,90.64,39,5,52.37,Pass
10.03,84.22,25,7,54.66,Pass
1.95,93.81,37,20,48.39,Pass
10.25,59.37,37,20,67.08,Pass
8.24,45.29,35,16,50.63,Pass
6.24,43.49,27,3,44.73,Pass
9.96,91.13,49,16,65.96,Pass
5.03,83.83,36,15,46.31,Pass
2.33,81.92,27,20,45.13,Pass
3.42,60.38,34,14,45.76,Pass
6.06,62.79,45,14,44.73,Pass
6.38,97.49,29,7,42.52,Pass
9.67,43.83,50,16,61.2,Pass
9.5,86.42,20,18,58.49,Pass
6.98,58.58,50,0,52.98,Pass
9.37,42.34,28,12,48.75,Pass
2.3,84.55,36,5,41.61,Pass
0.6,59.85,39,9,35,Fail
10.48,83.33,44,0,50.29,Pass
0.91,82.46,20,11,35,Fail
2.96,72.09,28,18,45.44,Pass
8.34,86.64,33,14,53.84,Pass
4.91,74.86,43,20,51.25,Pass
10.52,57.2,24,4,48.79,Pass
3.58,84.05,25,1,35,Fail
0.14,75.35,24,18,39.07,Fail
3.61,40.76,23,13,35,Fail
6.94,94.1,47,8,67.36,Pass
4.51,72.74,35,0,36.94,Fail
6.42,92.12,35,12,49.17,Pass
10.52,92.96,29,16,61.89,Pass
10.95,66.7,50,1,63.45,Pass
3.19,70.46,50,13,45.52,Pass
5.55,64.95,33,19,35,Fail
6.59,66.97,32,5,39.95,Fail
11.39,93.71,47,5,52.74,Pass
11.98,87.29,23,17,65.02,Pass
2.82,47.59,33,18,35,Fail
8.72,76.62,45,8,56.33,Pass
4.54,99.75,43,14,44.56,Pass
0.1,75.73,43,6,35,Fail
0.11,87.15,28,5,35,Fail
5.53,86.14,22,4,35.47,Fail
5.86,61.02,29,18,45.98,Pass
0.27,62.31,34,19,35,Fail
8.24,83.44,43,0,50.54,Pass
3.53,70,50,20,48.13,Pass
6.72,74.23,38,6,47.18,Pass
3.61,82.77,21,17,39.44,Fail
2.01,86.65,21,7,35,Fail
4.89,56.29,28,11,36.23,Fail
2.79,48.81,23,9,35,Fail
6.42,57.51,24,5,45.61,Pass
2.39,70.45,21,15,35,Fail
6.1,60.53,44,18,55.43,Pass
1.89,74.1,26,17,44.26,Pass
8.05,43.21,38,12,51.02,Pass
9.05,70.59,25,19,58.39,Pass
1.32,62.08,42,6,35,Fail
5.61,72.08,35,6,44.25,Pass
0.85,65.35,33,15,35.89,Fail
7.18,57.05,31,9,53.19,Pass
3.17,94.25,25,14,35,Fail
6.33,51.09,45,13,60.16,Pass
6.21,80.88,46,11,58.41,Pass
11.09,95.48,45,14,73.28,Pass
6.59,72.32,41,7,42.18,Pass
7,92.58,32,6,43.26,Pass
4.82,47.49,34,20,47.9,Pass
11.39,69.63,43,8,50.52,Pass
9.33,67.42,33,13,46.91,Pass
3.42,40.49,27,6,35,Fail
10.13,66.6,40,11,63.87,Pass
5.19,62.14,49,13,60.41,Pass
9.94,80.19,39,10,56.81,Pass
9.87,96.3,30,18,57.59,Pass
2.27,45.15,40,5,35,Fail
8.41,59.65,28,2,44.63,Pass
3.49,66.64,31,5,35,Fail
3.57,67.31,45,8,35.05,Fail
3.56,86.49,25,1,35.1,Fail
8.71,66.6,38,5,44.84,Pass
2.76,41.63,22,13,35,Fail
0.01,82.61,49,18,46.35,Pass
8.58,93.09,20,3,43.73,Pass
2.05,70.83,34,13,38.58,Fail
1.25,74.87,34,20,38.5,Fail
2.85,49.78,24,9,35,Fail
4.56,53.24,41,5,35,Fail
5.71,54.11,43,10,35,Fail
0.53,65.84,30,12,35,Fail
11.65,95.69,44,17,66.31,Pass
8.59,71.31,42,19,56.1,Pass
3.88,51.53,20,13,35,Fail
3.82,55.97,42,19,50.9,Pass
5.38,63.04,29,19,51.28,Pass
7.51,77.4,44,10,55.69,Pass
1.76,66.4,39,20,40.33,Pass
2.27,63.55,30,4,35,Fail
10.31,73.88,47,7,65.35,Pass
3.08,54.51,26,3,36.38,Fail
4.56,44.73,44,11,38.53,Fail
10.46,41.46,36,5,42.18,Pass
7.96,55.08,31,7,46.31,Pass
4.1,45.5,45,3,35,Fail
8.2,60.18,44,19,59.91,Pass
0.24,86.38,23,9,35,Fail
8.83,82.98,31,10,52.26,Pass
5.84,76.66,43,14,60.65,Pass
9.76,91.15,22,4,49.66,Pass
11.46,56.92,37,2,55.95,Pass
11.11,93.1,48,14,75.12,Pass
10.91,63.95,31,1,49.52,Pass
6.15,64.05,43,1,40.81,Pass
4.32,64.32,43,7,40.03,Pass
5.58,45.89,38,13,45.94,Pass
8.28,98.53,32,8,54.69,Pass
10.61,48.31,35,4,58.73,Pass
2.48,60.45,27,11,35,Fail
11.02,59.16,46,9,59.05,Pass
9.78,44.48,46,0,54.29,Pass
11.75,49.14,25,18,60.83,Pass
10.56,42.69,29,10,50.12,Pass
3.36,57.54,44,16,43.25,Pass
1.27,92,29,2,35,Fail
1.35,60.37,48,0,35,Fail
3.49,47.42,25,16,35.31,Fail
7.37,78.74,27,5,46.96,Pass
9.65,99.8,37,12,62.94,Pass
10.79,53.94,36,19,60.45,Pass
7.49,56.77,45,3,48.63,Pass
0.07,98.31,29,4,35,Fail
2.24,50.73,21,14,35,Fail
1.2,70.67,31,13,35,Fail
4.36,54.38,39,18,46.73,Pass
6.02,95.94,29,14,52.4,Pass
0.52,98.89,28,11,35,Fail
4.18,88.88,35,17,48.01,Pass
2.15,58.89,26,13,35,Fail
7.76,64.21,28,9,45.41,Pass
5.57,54.54,44,7,53.82,Pass
5.94,93.45,44,3,47.93,Pass
5.13,94.87,43,17,53.07,Pass
11.47,65.13,25,7,44.56,Pass
2.58,79.39,49,3,41.59,Pass
6.2,49.93,46,10,49.58,Pass
8.83,66.1,29,4,43.61,Pass
6.68,77.89,26,9,42.96,Pass
11.15,63.12,50,5,53.7,Pass
4.54,61.46,37,3,37.79,Fail
5.56,40.06,30,17,44.6,Pass
1.06,88.26,20,20,35,Fail
7.31,93.36,48,16,60.9,Pass
3.46,98.17,40,6,51.63,Pass
1.92,83.16,43,8,40.03,Pass
6.53,72.93,38,2,46.12,Pass
